[PtcServer Acquisition File]
PtcServerVersion=1.0.0.49
[PTC Status]
ID=Potenciostat [kolibrik.net] 1.4C_20161122 (PTC1, PTC-gamma-rC)
Serial=Kl-Ptc-150238
Setpoint=0
Range=15A
Feedback=Vout
OutputEnabled=0
Switches=35264
AutoCalib=3
AutoRange=0
Vout=0.000146073
Vsense=0.0001361543
Vref=-0.001683696
I=0.00571004
[ACQ CV]
Timestamp=2017-01-18 20:44:45.543
StepReduction=1
AvgOnReduction=1
ChannelMask=15
VChannel=1
Start=0
Margin1=-0.05
Margin2=0.05
End=0
Speed=50
Step=0.001
Sweeps=102
WaitFirst=10
WaitStep=2
WaitSweep=1
RelayAfterOff=1
ChannelCount=4
Channel1=Vout
Channel1Src=Tag3/Channel0
Channel2=Vsense
Channel2Src=Tag3/Channel1
Channel3=Vref
Channel3Src=Tag3/Channel2
Channel4=I
Channel4Src=Tag3/Channel3
[DataHeader]
Number	Vout	Vsense	Vref	I
[Data]
1353	-0.705513	-0.0344462	-0.001802484	-6.90701
1354	-0.70451	-0.0344707	-0.001767735	-6.89703
1355	-0.703602	-0.0343111	-0.001741567	-6.88721
1356	-0.702569	-0.0342545	-0.001719722	-6.87696
1357	-0.701523	-0.0341904	-0.001751392	-6.8669
1358	-0.700533	-0.0341775	-0.001729515	-6.85723
1359	-0.699507	-0.0340509	-0.001717364	-6.8469
1360	-0.698517	-0.0340336	-0.001729711	-6.83686
1361	-0.697513	-0.0340013	-0.001738456	-6.82669
1362	-0.696511	-0.0339667	-0.001785945	-6.81661
1363	-0.695595	-0.0338626	-0.001792135	-6.80678
1364	-0.694552	-0.0338225	-0.001731185	-6.79653
1365	-0.693587	-0.0338594	-0.001820497	-6.7865
1366	-0.692567	-0.0338239	-0.00171779	-6.77652
1367	-0.691622	-0.0336994	-0.001783259	-6.76649
1368	-0.69056	-0.0336893	-0.001845846	-6.75643
1369	-0.689548	-0.0335772	-0.001776283	-6.74645
1370	-0.68859	-0.0335408	-0.001848827	-6.73659
1371	-0.687567	-0.0334792	-0.001848237	-6.72675
1372	-0.686548	-0.0334338	-0.001854886	-6.71656
1373	-0.685555	-0.0334269	-0.001822331	-6.70651
1374	-0.684547	-0.0333949	-0.001856458	-6.69651
1375	-0.683503	-0.0333411	-0.00186422	-6.68676
1376	-0.682509	-0.0333307	-0.001853805	-6.67664
1377	-0.681484	-0.0332102	-0.001849351	-6.66664
1378	-0.680491	-0.0332647	-0.00185875	-6.6567
1379	-0.679468	-0.0331587	-0.001837659	-6.64672
1380	-0.678515	-0.0330139	-0.001751982	-6.63679
1381	-0.67755	-0.0330975	-0.001773991	-6.62694
1382	-0.676484	-0.0330036	-0.001766098	-6.61697
1383	-0.675503	-0.0329213	-0.001777921	-6.6073
1384	-0.67451	-0.0328383	-0.001693849	-6.59747
1385	-0.673541	-0.0327802	-0.001738194	-6.58748
1386	-0.672544	-0.032782	-0.001738882	-6.5776
1387	-0.671585	-0.0326959	-0.001775202	-6.56761
1388	-0.670523	-0.0326715	-0.001773139	-6.55766
1389	-0.669539	-0.0326028	-0.001719657	-6.54785
1390	-0.668539	-0.0324828	-0.001749886	-6.53804
1391	-0.667533	-0.0325688	-0.001823838	-6.528
1392	-0.666519	-0.0324566	-0.001804613	-6.51806
1393	-0.665546	-0.0324055	-0.001819482	-6.50817
1394	-0.664489	-0.0323224	-0.00180101	-6.49818
1395	-0.663512	-0.0322325	-0.00175113	-6.48836
1396	-0.662494	-0.0322991	-0.001686546	-6.47837
1397	-0.661549	-0.0320704	-0.00171481	-6.46868
1398	-0.660593	-0.0321064	-0.001691196	-6.45903
1399	-0.659588	-0.0320343	-0.001718772	-6.44917
1400	-0.658555	-0.0320547	-0.00172922	-6.43925
1401	-0.657566	-0.0319565	-0.00172231	-6.42928
1402	-0.656549	-0.0320433	-0.001774678	-6.41929
1403	-0.655567	-0.0318116	-0.001702135	-6.40961
1404	-0.654497	-0.0318543	-0.001756141	-6.39953
1405	-0.653513	-0.0317728	-0.001724766	-6.38954
1406	-0.652476	-0.0317341	-0.001677342	-6.37954
1407	-0.651549	-0.0316723	-0.001744678	-6.36977
1408	-0.650524	-0.031655	-0.00171517	-6.35996
1409	-0.649497	-0.03157591	-0.001748019	-6.35012
1410	-0.64847	-0.03149186	-0.001720574	-6.34033
1411	-0.647525	-0.03144849	-0.001717692	-6.3307
1412	-0.646585	-0.03144281	-0.001749526	-6.32084
1413	-0.645563	-0.0314041	-0.001739209	-6.31116
1414	-0.644658	-0.03134822	-0.001656709	-6.30201
1415	-0.643621	-0.03132294	-0.001731578	-6.29179
1416	-0.642612	-0.03129165	-0.001704067	-6.28158
1417	-0.641555	-0.03122678	-0.001754045	-6.27143
1418	-0.640657	-0.03117201	-0.001742189	-6.26136
1419	-0.639581	-0.03102092	-0.00176577	-6.2514
1420	-0.638572	-0.03103704	-0.001775759	-6.24148
1421	-0.637526	-0.03097108	-0.001741109	-6.23137
1422	-0.636534	-0.03094028	-0.001723816	-6.22151
1423	-0.635555	-0.03086418	-0.001754438	-6.21146
1424	-0.634544	-0.03080905	-0.001720574	-6.20171
1425	-0.633571	-0.03078627	-0.001776382	-6.19146
1426	-0.632512	-0.0307274	-0.001755355	-6.18149
1427	-0.631562	-0.03069014	-0.001756207	-6.17155
1428	-0.630503	-0.03063376	-0.001753128	-6.16171
1429	-0.629519	-0.03067385	-0.001805268	-6.15191
1430	-0.628481	-0.03050762	-0.001853543	-6.14189
1431	-0.627515	-0.0304176	-0.001766163	-6.13199
1432	-0.626541	-0.03046025	-0.001776185	-6.1222
1433	-0.625521	-0.03042036	-0.00180291	-6.11218
1434	-0.624542	-0.0303456	-0.001797539	-6.10245
1435	-0.623579	-0.03022668	-0.001751687	-6.09255
1436	-0.622525	-0.03024832	-0.001804253	-6.08249
1437	-0.621561	-0.03022474	-0.001851381	-6.07287
1438	-0.620557	-0.03014788	-0.001815846	-6.06279
1439	-0.619566	-0.03008869	-0.001843554	-6.05278
1440	-0.618497	-0.03001452	-0.001768521	-6.04276
1441	-0.617505	-0.0299742	-0.001710978	-6.03266
1442	-0.616402	-0.02994777	-0.001753423	-6.02288
1443	-0.615514	-0.02994324	-0.001827244	-6.01282
1444	-0.614513	-0.02986766	-0.001783554	-6.003
1445	-0.613546	-0.02981421	-0.001776349	-5.99335
1446	-0.61255	-0.02972153	-0.001741436	-5.9833
1447	-0.611592	-0.02976693	-0.001802975	-5.97338
1448	-0.61059	-0.02966863	-0.001808674	-5.96344
1449	-0.609599	-0.02964155	-0.001760628	-5.95377
1450	-0.608599	-0.02958721	-0.00184922	-5.94377
1451	-0.607564	-0.02952138	-0.001797571	-5.93364
1452	-0.606536	-0.02947516	-0.001774908	-5.92338
1453	-0.605551	-0.02944344	-0.001811327	-5.91352
1454	-0.604575	-0.02940079	-0.001772746	-5.90347
1455	-0.603495	-0.02931694	-0.00171458	-5.8936
1456	-0.602494	-0.02933503	-0.001848172	-5.88375
1457	-0.601543	-0.02921618	-0.001811982	-5.87369
1458	-0.600585	-0.02916703	-0.001800061	-5.86417
1459	-0.599556	-0.0291691	-0.001769864	-5.85409
1460	-0.598545	-0.02902421	-0.001747561	-5.84409
1461	-0.597506	-0.02899295	-0.001836611	-5.83429
1462	-0.596525	-0.02892181	-0.001733674	-5.82446
1463	-0.59555	-0.02888812	-0.001815453	-5.81478
1464	-0.594476	-0.02879655	-0.001820726	-5.80469
1465	-0.593515	-0.02870511	-0.00177422	-5.79463
1466	-0.592559	-0.02873286	-0.001721131	-5.78477
1467	-0.591533	-0.02872071	-0.001804416	-5.77523
1468	-0.590502	-0.02863853	-0.001722408	-5.76546
1469	-0.589593	-0.02860734	-0.00174255	-5.75524
1470	-0.588567	-0.02850842	-0.00170279	-5.74557
1471	-0.587586	-0.02851873	-0.00173505	-5.7357
1472	-0.586565	-0.02851764	-0.001786731	-5.72569
1473	-0.585548	-0.02842309	-0.001777036	-5.71576
1474	-0.584593	-0.02845608	-0.001810279	-5.70592
1475	-0.583527	-0.02830919	-0.001783161	-5.69594
1476	-0.582575	-0.02823506	-0.001786927	-5.68612
1477	-0.581559	-0.0281845	-0.001750901	-5.67581
1478	-0.580578	-0.02814569	-0.001766294	-5.66613
1479	-0.579572	-0.0281318	-0.001784569	-5.65612
1480	-0.578556	-0.02800041	-0.00182351	-5.64629
1481	-0.5775	-0.02798137	-0.001739995	-5.63637
1482	-0.576484	-0.0279353	-0.001725454	-5.62646
1483	-0.575565	-0.02793314	-0.001693489	-5.61671
1484	-0.574585	-0.02789288	-0.001769144	-5.60694
1485	-0.573669	-0.02779885	-0.001722441	-5.59761
1486	-0.572653	-0.02773411	-0.001795836	-5.58775
1487	-0.571631	-0.02773634	-0.001701971	-5.57765
1488	-0.57056	-0.02772728	-0.001757975	-5.56762
1489	-0.569523	-0.02761476	-0.00177982	-5.55744
1490	-0.568549	-0.02771602	-0.001856163	-5.54736
1491	-0.567503	-0.0275971	-0.001841884	-5.53775
1492	-0.566488	-0.02751532	-0.001828194	-5.5278
1493	-0.565468	-0.0274618	-0.001839263	-5.51794
1494	-0.564556	-0.02737598	-0.001790202	-5.50828
1495	-0.563566	-0.02731547	-0.001785945	-5.49836
1496	-0.562528	-0.02726908	-0.001747855	-5.48854
1497	-0.561576	-0.0272302	-0.001775726	-5.4787
1498	-0.560603	-0.02717019	-0.001777528	-5.46899
1499	-0.559641	-0.02714691	-0.001742386	-5.45903
1500	-0.558618	-0.02714619	-0.001769504	-5.44898
1501	-0.557542	-0.02704273	-0.001784798	-5.439
1502	-0.556476	-0.02697329	-0.001828521	-5.42909
1503	-0.555436	-0.02700176	-0.001824296	-5.41912
1504	-0.554505	-0.02691656	-0.001844831	-5.40921
1505	-0.553478	-0.02677939	-0.001779984	-5.3996
1506	-0.552486	-0.02676957	-0.001818892	-5.39009
1507	-0.551458	-0.02674015	-0.001836905	-5.37999
1508	-0.550499	-0.02667692	-0.001849776	-5.3704
1509	-0.54946	-0.0266127	-0.001791971	-5.36048
1510	-0.548465	-0.026597	-0.001825574	-5.35068
1511	-0.547496	-0.02651581	-0.001796458	-5.34092
1512	-0.546524	-0.02642785	-0.001839296	-5.33127
1513	-0.545543	-0.0264535	-0.00183196	-5.32157
1514	-0.54456	-0.0263199	-0.001759154	-5.31185
1515	-0.543518	-0.0262699	-0.001754209	-5.30195
1516	-0.54254	-0.02627246	-0.001730039	-5.29199
1517	-0.541545	-0.02618963	-0.001767997	-5.28231
1518	-0.540545	-0.02614714	-0.001749689	-5.27237
1519	-0.539517	-0.02606125	-0.001786567	-5.26246
1520	-0.538526	-0.02607005	-0.001738161	-5.25269
1521	-0.537539	-0.02605025	-0.001770224	-5.24323
1522	-0.536526	-0.02597957	-0.001813194	-5.23327
1523	-0.535518	-0.02594476	-0.001834252	-5.22339
1524	-0.534543	-0.02591308	-0.00175172	-5.21369
1525	-0.53346	-0.02582736	-0.00177422	-5.20375
1526	-0.532525	-0.02583987	-0.001787844	-5.19377
1527	-0.531551	-0.02570177	-0.001846665	-5.18422
1528	-0.530534	-0.02565594	-0.001825541	-5.17416
1529	-0.529549	-0.02565663	-0.001806611	-5.16438
1530	-0.528572	-0.02563703	-0.001775006	-5.15455
1531	-0.527482	-0.02556903	-0.00181005	-5.14478
1532	-0.526583	-0.0255366	-0.001785454	-5.13501
1533	-0.525573	-0.02543242	-0.001809624	-5.12532
1534	-0.524573	-0.02535605	-0.00184768	-5.11529
1535	-0.523536	-0.02533031	-0.001835563	-5.10534
1536	-0.522501	-0.02530395	-0.00187922	-5.09521
1537	-0.521577	-0.02524498	-0.001864252	-5.08548
1538	-0.520525	-0.02516077	-0.001906272	-5.07577
1539	-0.519583	-0.02514708	-0.001906567	-5.06587
1540	-0.518569	-0.02511556	-0.001818598	-5.0561
1541	-0.517541	-0.02506181	-0.001869001	-5.04628
1542	-0.516551	-0.02502373	-0.001840442	-5.03646
1543	-0.515521	-0.02496351	-0.00192304	-5.02646
1544	-0.514496	-0.02488984	-0.001878106	-5.01677
1545	-0.513488	-0.02485231	-0.001799504	-5.00683
1546	-0.512521	-0.02488468	-0.001775039	-4.9973
1547	-0.511507	-0.02479318	-0.001883183	-4.98714
1548	-0.510544	-0.0247137	-0.001844307	-4.97753
1549	-0.509559	-0.02470582	-0.001917931	-4.96759
1550	-0.508522	-0.0246652	-0.001839001	-4.95767
1551	-0.507563	-0.024624	-0.001777069	-4.94781
1552	-0.506564	-0.0245428	-0.001796523	-4.93809
1553	-0.505537	-0.02453699	-0.001821643	-4.92819
1554	-0.504476	-0.02441926	-0.001828063	-4.91823
1555	-0.503461	-0.02442251	-0.001821611	-4.90833
1556	-0.50257	-0.02430812	-0.001797342	-4.89953
1557	-0.501547	-0.02434079	-0.001757713	-4.88971
1558	-0.500561	-0.02426711	-0.001797899	-4.87992
1559	-0.499537	-0.02426958	-0.001786109	-4.87
1560	-0.49857	-0.02418287	-0.001819318	-4.85999
1561	-0.49762	-0.02416471	-0.001751655	-4.85052
1562	-0.496588	-0.0241524	-0.001758761	-4.84039
1563	-0.495587	-0.02408408	-0.001759744	-4.83033
1564	-0.494458	-0.02401303	-0.001775399	-4.82048
1565	-0.493507	-0.02403394	-0.001758401	-4.81029
1566	-0.492508	-0.02393292	-0.001761021	-4.80051
1567	-0.491567	-0.02378471	-0.001741895	-4.79084
1568	-0.490594	-0.02373914	-0.001801731	-4.78107
1569	-0.48964	-0.0237485	-0.001809329	-4.77141
1570	-0.488583	-0.0236985	-0.001826196	-4.76125
1571	-0.487495	-0.02370966	-0.001747495	-4.75136
1572	-0.48655	-0.02363845	-0.001742615	-4.7414
1573	-0.485577	-0.02351214	-0.001806414	-4.73153
1574	-0.484518	-0.02359429	-0.00178755	-4.72183
1575	-0.483579	-0.02353765	-0.001767997	-4.71184
1576	-0.482618	-0.02346493	-0.001743794	-4.70222
1577	-0.481491	-0.02336003	-0.001698991	-4.69225
1578	-0.480573	-0.02325188	-0.001783423	-4.68254
1579	-0.479558	-0.02325097	-0.001791676	-4.67261
1580	-0.478579	-0.02323878	-0.001760432	-4.66285
1581	-0.477509	-0.02315933	-0.001851512	-4.65291
1582	-0.476567	-0.02310151	-0.001800847	-4.64302
1583	-0.475527	-0.0230827	-0.001838445	-4.63307
1584	-0.474483	-0.0230017	-0.001827735	-4.62336
1585	-0.473453	-0.02294254	-0.001890224	-4.61343
1586	-0.472436	-0.02290771	-0.001909351	-4.60384
1587	-0.4715	-0.02287684	-0.001852855	-4.59421
1588	-0.470572	-0.02280813	-0.001803761	-4.58451
1589	-0.469587	-0.02277628	-0.001842801	-4.57535
1590	-0.468533	-0.02270507	-0.001841294	-4.56517
1591	-0.46757	-0.02264561	-0.001814438	-4.55525
1592	-0.466536	-0.02259199	-0.0017791	-4.54535
1593	-0.465535	-0.02252531	-0.001788827	-4.53559
1594	-0.464504	-0.02245676	-0.001796949	-4.52575
1595	-0.463553	-0.02245039	-0.001785617	-4.51599
1596	-0.462575	-0.02240042	-0.001787517	-4.5063
1597	-0.461547	-0.02231217	-0.001797964	-4.4968
1598	-0.460559	-0.02230606	-0.001839656	-4.48661
1599	-0.459557	-0.02220976	-0.001851447	-4.47697
1600	-0.458537	-0.02219788	-0.001793085	-4.46686
1601	-0.45759	-0.02213258	-0.001818696	-4.4572
1602	-0.456495	-0.0220939	-0.001884886	-4.44734
1603	-0.45551	-0.02206967	-0.001849318	-4.43763
1604	-0.454542	-0.02196484	-0.00180363	-4.42787
1605	-0.453571	-0.02193959	-0.001778216	-4.41803
1606	-0.452592	-0.02188896	-0.001825639	-4.40836
1607	-0.45153	-0.02185344	-0.001822102	-4.39835
1608	-0.450501	-0.02180206	-0.001842768	-4.3885
1609	-0.449475	-0.02178548	-0.001876305	-4.37869
1610	-0.448504	-0.02171088	-0.001893106	-4.369
1611	-0.447488	-0.02163264	-0.001837266	-4.35926
1612	-0.44659	-0.0216336	-0.001888554	-4.3495
1613	-0.445575	-0.0215592	-0.001808084	-4.34002
1614	-0.444577	-0.02148664	-0.001820759	-4.33015
1615	-0.443468	-0.02149091	-0.001767604	-4.32026
1616	-0.442466	-0.02144028	-0.0018316	-4.31048
1617	-0.441529	-0.0213429	-0.001780181	-4.30072
1618	-0.440526	-0.02132895	-0.001855868	-4.29095
1619	-0.4395	-0.02129313	-0.001817058	-4.28163
1620	-0.438544	-0.02122237	-0.001842178	-4.27145
1621	-0.437575	-0.0211205	-0.001878434	-4.26178
1622	-0.436499	-0.02105927	-0.001823576	-4.25205
1623	-0.435503	-0.02112411	-0.001770552	-4.2422
1624	-0.434528	-0.02099905	-0.001781032	-4.23227
1625	-0.433535	-0.02091622	-0.001782735	-4.2226
1626	-0.432438	-0.02092721	-0.001833761	-4.21291
1627	-0.431593	-0.02085932	-0.001830683	-4.20398
1628	-0.43052	-0.020821	-0.001820301	-4.1942
1629	-0.429512	-0.02081552	-0.001820694	-4.18443
1630	-0.428511	-0.02081818	-0.001796556	-4.17464
1631	-0.427486	-0.02071108	-0.001812146	-4.165
1632	-0.426555	-0.02071617	-0.001876632	-4.15517
1633	-0.42551	-0.0205942	-0.00183946	-4.14534
1634	-0.424615	-0.02048513	-0.001838674	-4.13604
1635	-0.423613	-0.02045969	-0.001917342	-4.12603
1636	-0.422623	-0.02039928	-0.001874536	-4.11637
1637	-0.421507	-0.02037948	-0.001861665	-4.10621
1638	-0.420568	-0.02038128	-0.001823543	-4.09621
1639	-0.419518	-0.02026227	-0.001863303	-4.08643
1640	-0.418544	-0.02023098	-0.001895759	-4.07653
1641	-0.417519	-0.02012336	-0.001891206	-4.06696
1642	-0.416575	-0.02009745	-0.001881217	-4.05701
1643	-0.415595	-0.02005539	-0.001880955	-4.04736
1644	-0.4146	-0.02003671	-0.001790792	-4.03757
1645	-0.413568	-0.01993089	-0.001853183	-4.02763
1646	-0.412556	-0.01989317	-0.00179351	-4.01765
1647	-0.411507	-0.01983578	-0.001784144	-4.00786
1648	-0.410559	-0.01980656	-0.001809984	-3.99794
1649	-0.409563	-0.01977524	-0.00182387	-3.98852
1650	-0.408527	-0.01970485	-0.001830486	-3.97861
1651	-0.40752	-0.01968895	-0.001889634	-3.96879
1652	-0.406496	-0.01967786	-0.001839034	-3.95893
1653	-0.40551	-0.01961315	-0.001816763	-3.94916
1654	-0.404581	-0.01949955	-0.001890945	-3.93942
1655	-0.40349	-0.01952351	-0.001839329	-3.92958
1656	-0.402536	-0.01953763	-0.001841261	-3.91988
1657	-0.401582	-0.01941504	-0.001776676	-3.91002
1658	-0.400545	-0.01941819	-0.001867298	-3.90044
1659	-0.399518	-0.01935253	-0.001856982	-3.89049
1660	-0.398542	-0.01922727	-0.001831796	-3.88057
1661	-0.397543	-0.019127	-0.001811491	-3.871
1662	-0.396653	-0.01908905	-0.001775923	-3.86154
1663	-0.395526	-0.01908061	-0.001764296	-3.85162
1664	-0.394555	-0.01901967	-0.00179875	-3.84162
1665	-0.39349	-0.01905707	-0.001789253	-3.83173
1666	-0.392507	-0.01896859	-0.001736949	-3.82195
1667	-0.391508	-0.01887856	-0.001874602	-3.81189
1668	-0.390587	-0.01884347	-0.001861239	-3.80242
1669	-0.389598	-0.01881796	-0.001845748	-3.79277
1670	-0.388558	-0.01881329	-0.001772026	-3.78302
1671	-0.387527	-0.01875068	-0.001802844	-3.77308
1672	-0.386517	-0.01868328	-0.001817549	-3.76331
1673	-0.385568	-0.0185663	-0.001796622	-3.75341
1674	-0.384519	-0.01852752	-0.001827342	-3.74363
1675	-0.383536	-0.01844745	-0.001857997	-3.73407
1676	-0.382413	-0.0184636	-0.001819482	-3.72423
1677	-0.381499	-0.01843123	-0.001833827	-3.71444
1678	-0.380535	-0.01836579	-0.00185649	-3.7047
1679	-0.379533	-0.01833697	-0.001808576	-3.69522
1680	-0.378482	-0.01831192	-0.001853117	-3.68547
1681	-0.377489	-0.01828138	-0.001843718	-3.67561
1682	-0.37655	-0.01818932	-0.001893859	-3.66591
1683	-0.375566	-0.01814007	-0.001850956	-3.65626
1684	-0.374581	-0.01810964	-0.001873259	-3.6466
1685	-0.373569	-0.01804299	-0.001875781	-3.63681
1686	-0.37257	-0.01797489	-0.001930606	-3.62698
1687	-0.371563	-0.01800861	-0.001932702	-3.61717
1688	-0.37061	-0.01786209	-0.001817779	-3.60736
1689	-0.369577	-0.01786238	-0.001863139	-3.59744
1690	-0.368526	-0.01784951	-0.001898641	-3.58757
1691	-0.367549	-0.01777836	-0.00189173	-3.57761
1692	-0.366497	-0.01764694	-0.001871687	-3.56803
1693	-0.365534	-0.01762849	-0.001833499	-3.55812
1694	-0.364498	-0.01759145	-0.001794493	-3.54843
1695	-0.363418	-0.0175187	-0.001863204	-3.53867
1696	-0.362445	-0.01753015	-0.001785093	-3.5289
1697	-0.361521	-0.01745664	-0.001785421	-3.51912
1698	-0.360473	-0.01737978	-0.001859504	-3.50965
1699	-0.359616	-0.01732009	-0.001869853	-3.50042
1700	-0.358575	-0.01728969	-0.001838903	-3.4909
1701	-0.357633	-0.01734255	-0.001803892	-3.48118
1702	-0.356576	-0.01723165	-0.001813161	-3.47127
1703	-0.355675	-0.01718023	-0.00185387	-3.46132
1704	-0.354663	-0.01713735	-0.00178994	-3.45173
1705	-0.353621	-0.0170685	-0.001831043	-3.44191
1706	-0.35254	-0.01700448	-0.001826884	-3.43168
1707	-0.351568	-0.01699197	-0.001788237	-3.42171
1708	-0.3506	-0.01699167	-0.001836643	-3.41172
1709	-0.349533	-0.0168877	-0.001829635	-3.40215
1710	-0.348507	-0.01684948	-0.001839394	-3.39221
1711	-0.347452	-0.01679554	-0.001852102	-3.38235
1712	-0.346564	-0.01669635	-0.001878303	-3.3726
1713	-0.345551	-0.01665965	-0.001918193	-3.36292
1714	-0.344548	-0.01665452	-0.001884034	-3.3532
1715	-0.343546	-0.01664267	-0.00186327	-3.34337
1716	-0.342493	-0.01657008	-0.001810115	-3.33379
1717	-0.341527	-0.01656098	-0.001778805	-3.324
1718	-0.340505	-0.01644299	-0.001746545	-3.31404
1719	-0.339486	-0.01638507	-0.001744678	-3.30439
1720	-0.338481	-0.01631205	-0.001772451	-3.29472
1721	-0.337489	-0.01628021	-0.00180815	-3.28513
1722	-0.336469	-0.01625348	-0.001876305	-3.27539
1723	-0.335522	-0.01621553	-0.001873685	-3.26565
1724	-0.334454	-0.01620479	-0.001773696	-3.25606
1725	-0.333608	-0.01614408	-0.001714548	-3.24623
1726	-0.332562	-0.01607333	-0.001787157	-3.23662
1727	-0.331564	-0.01602353	-0.001837233	-3.22683
1728	-0.330448	-0.01595192	-0.001753358	-3.217
1729	-0.329459	-0.0159813	-0.001750803	-3.2071
1730	-0.328447	-0.01595816	-0.001801469	-3.19747
1731	-0.327497	-0.01586222	-0.001737048	-3.18807
1732	-0.326523	-0.01583333	-0.001742288	-3.17812
1733	-0.325581	-0.01577729	-0.001752244	-3.16867
1734	-0.324634	-0.01572541	-0.001803106	-3.158808
1735	-0.323586	-0.0155452	-0.001795672	-3.149514
1736	-0.322584	-0.01549509	-0.001769799	-3.139408
1737	-0.321539	-0.01542943	-0.00177684	-3.129573
1738	-0.320554	-0.01542585	-0.001790988	-3.119536
1739	-0.319466	-0.01547178	-0.001752801	-3.109882
1740	-0.318527	-0.0153659	-0.001797899	-3.100014
1741	-0.317562	-0.01532834	-0.001763281	-3.090157
1742	-0.316529	-0.01524528	-0.001678259	-3.08066
1743	-0.3155032	-0.0152412	-0.001701284	-3.070693
1744	-0.3145226	-0.01508969	-0.001752047	-3.060933
1745	-0.3135362	-0.01508575	-0.001773958	-3.051338
1746	-0.3125465	-0.01503673	-0.001765999	-3.041485
1747	-0.31154	-0.01501926	-0.001811654	-3.032101
1748	-0.3105558	-0.01494907	-0.001780934	-3.022197
1749	-0.3095784	-0.01495471	-0.001770159	-3.012448
1750	-0.3085248	-0.01486009	-0.00178827	-3.00251
1751	-0.3075392	-0.01488872	-0.001776251	-2.992712
1752	-0.3065427	-0.01479673	-0.001758598	-2.983007
1753	-0.3055525	-0.01473024	-0.001735606	-2.973356
1754	-0.3045792	-0.01464941	-0.001803696	-2.96355
1755	-0.3035506	-0.01461267	-0.001800879	-2.953644
1756	-0.3024935	-0.01457695	-0.001682648	-2.943931
1757	-0.3015379	-0.01455761	-0.001671677	-2.934053
1758	-0.3006122	-0.0144448	-0.001783914	-2.924363
1759	-0.2995098	-0.01446689	-0.00172755	-2.91466
1760	-0.298589	-0.01432851	-0.001765213	-2.905001
1761	-0.2975167	-0.01432526	-0.001719657	-2.895057
1762	-0.2965307	-0.01429617	-0.001704952	-2.885349
1763	-0.295516	-0.01419813	-0.001759154	-2.875642
1764	-0.2945413	-0.01417433	-0.001808707	-2.865813
1765	-0.2935674	-0.01409097	-0.001769602	-2.856415
1766	-0.2925338	-0.0140236	-0.001777855	-2.846596
1767	-0.2914905	-0.01400311	-0.001814143	-2.836656
1768	-0.2904777	-0.013914	-0.00177874	-2.826955
1769	-0.2895545	-0.01388386	-0.001769602	-2.817388
1770	-0.2885837	-0.01385366	-0.001724897	-2.808454
1771	-0.2875286	-0.01383705	-0.001770061	-2.798631
1772	-0.286615	-0.01375986	-0.001707866	-2.788836
1773	-0.2855808	-0.01367443	-0.00171232	-2.779184
1774	-0.2845904	-0.01362646	-0.001713565	-2.769362
1775	-0.2835723	-0.01356976	-0.001756436	-2.759342
1776	-0.2825721	-0.01360427	-0.00174481	-2.749576
1777	-0.2816311	-0.01353893	-0.001788467	-2.740049
1778	-0.2805457	-0.01346398	-0.001715137	-2.730008
1779	-0.2795419	-0.0134099	-0.001776251	-2.720211
1780	-0.278507	-0.01335957	-0.001697288	-2.710309
1781	-0.2775281	-0.01336591	-0.001687266	-2.70069
1782	-0.2765846	-0.01329982	-0.00166303	-2.690815
1783	-0.27557	-0.01327693	-0.001679635	-2.681119
1784	-0.2746271	-0.01319505	-0.001681371	-2.67135
1785	-0.2735926	-0.0131984	-0.00163922	-2.661648
1786	-0.2725249	-0.01303371	-0.001669024	-2.651862
1787	-0.2715056	-0.01300416	-0.001768816	-2.64204
1788	-0.270523	-0.0130321	-0.001690214	-2.632213
1789	-0.2694981	-0.01295794	-0.001703707	-2.622462
1790	-0.2685382	-0.01287848	-0.001669973	-2.612959
1791	-0.2675201	-0.01289441	-0.001639384	-2.603075
1792	-0.2665135	-0.01281239	-0.001756731	-2.59342
1793	-0.2655089	-0.01276278	-0.001762528	-2.583669
1794	-0.2645299	-0.01269679	-0.001717823	-2.573888
1795	-0.2635053	-0.01269797	-0.00177065	-2.564224
1796	-0.2625429	-0.01268188	-0.001699875	-2.554601
1797	-0.2615262	-0.01263671	-0.001724275	-2.544808
1798	-0.260545	-0.01251717	-0.001730366	-2.535161
1799	-0.2595582	-0.0124039	-0.001763216	-2.525462
1800	-0.2585273	-0.0124102	-0.001835497	-2.515557
1801	-0.2575348	-0.01235442	-0.001742615	-2.505789
1802	-0.2565409	-0.01231965	-0.001784962	-2.496047
1803	-0.2556092	-0.01227565	-0.001691818	-2.48627
1804	-0.2545603	-0.01229237	-0.001707506	-2.476718
1805	-0.253569	-0.01218816	-0.001759711	-2.467155
1806	-0.2525832	-0.01215854	-0.001699711	-2.457153
1807	-0.2515749	-0.01211363	-0.001692277	-2.447368
1808	-0.2505303	-0.01199156	-0.001753292	-2.437297
1809	-0.2495259	-0.01195321	-0.00174232	-2.427584
1810	-0.2485418	-0.01186411	-0.001700072	-2.417894
1811	-0.2475049	-0.011906	-0.001717692	-2.408155
1812	-0.2464834	-0.01183052	-0.001719526	-2.39836
1813	-0.2455558	-0.01181197	-0.001679832	-2.38863
1814	-0.2445201	-0.01173984	-0.001767899	-2.378753
1815	-0.2435426	-0.01169844	-0.001717757	-2.369165
1816	-0.2425145	-0.01165401	-0.001693783	-2.359601
