[PtcServer Acquisition File]
PtcServerVersion=1.0.0.49
[PTC Status]
ID=Potenciostat [kolibrik.net] 1.4C_20161122 (PTC1, PTC-gamma-rC)
Serial=Kl-Ptc-150238
Setpoint=0
Range=15A
Feedback=Vout
OutputEnabled=0
Switches=35264
AutoCalib=3
AutoRange=0
Vout=0.000146073
Vsense=0.0001361543
Vref=-0.001683696
I=0.00571004
[ACQ CV]
Timestamp=2017-01-18 20:44:45.543
StepReduction=1
AvgOnReduction=1
ChannelMask=15
VChannel=1
Start=0
Margin1=-0.05
Margin2=0.05
End=0
Speed=50
Step=0.001
Sweeps=102
WaitFirst=10
WaitStep=2
WaitSweep=1
RelayAfterOff=1
ChannelCount=4
Channel1=Vout
Channel1Src=Tag3/Channel0
Channel2=Vsense
Channel2Src=Tag3/Channel1
Channel3=Vref
Channel3Src=Tag3/Channel2
Channel4=I
Channel4Src=Tag3/Channel3
[DataHeader]
Number	Vout	Vsense	Vref	I
[Data]
399	-0.39547	-0.01918413	-0.001725159	-3.85891
400	-0.396531	-0.0192821	-0.00173862	-3.86918
401	-0.397534	-0.0194154	-0.001710519	-3.87866
402	-0.39844	-0.01939984	-0.001687331	-3.8886
403	-0.399494	-0.01943966	-0.001719133	-3.89814
404	-0.400403	-0.01948399	-0.00170708	-3.9081
405	-0.401453	-0.01951481	-0.001721949	-3.91794
406	-0.402504	-0.01961393	-0.001775039	-3.9277
407	-0.403486	-0.01961613	-0.001703773	-3.93756
408	-0.404391	-0.0196731	-0.001734493	-3.94734
409	-0.405429	-0.01974313	-0.001729155	-3.95742
410	-0.406467	-0.01977481	-0.001751884	-3.96717
411	-0.407458	-0.01976933	-0.001807298	-3.97714
412	-0.408515	-0.01984487	-0.001782408	-3.98723
413	-0.409423	-0.01986999	-0.001719264	-3.9968
414	-0.41041	-0.01989166	-0.001724799	-4.00668
415	-0.411417	-0.01996041	-0.001718609	-4.01645
416	-0.412438	-0.01999045	-0.001774547	-4.02632
417	-0.413457	-0.02007424	-0.001756796	-4.03611
418	-0.414431	-0.02015494	-0.001789122	-4.04611
419	-0.415425	-0.02023108	-0.001762823	-4.05598
420	-0.416433	-0.02024342	-0.001711207	-4.06575
421	-0.417428	-0.02035965	-0.001741665	-4.07576
422	-0.418483	-0.02041316	-0.001783849	-4.08562
423	-0.419466	-0.02040811	-0.001735606	-4.09558
424	-0.420485	-0.0204261	-0.001776218	-4.10557
425	-0.421495	-0.02048424	-0.001792659	-4.11565
426	-0.422543	-0.02061213	-0.001751818	-4.12542
427	-0.423506	-0.02059344	-0.001732659	-4.13494
428	-0.42453	-0.02061708	-0.001709602	-4.14467
429	-0.425515	-0.02063764	-0.001702692	-4.15438
430	-0.426496	-0.02080078	-0.001762954	-4.16422
431	-0.427378	-0.02070668	-0.00176053	-4.17388
432	-0.428426	-0.02077215	-0.001740847	-4.18354
433	-0.429475	-0.02080938	-0.001784013	-4.19366
434	-0.430433	-0.02096743	-0.001861174	-4.20362
435	-0.431476	-0.02096064	-0.001773336	-4.21351
436	-0.432333	-0.02103536	-0.001737048	-4.2224
437	-0.433371	-0.02102558	-0.001785847	-4.23237
438	-0.434422	-0.02108615	-0.001782277	-4.24224
439	-0.435418	-0.02115376	-0.00168838	-4.25224
440	-0.436453	-0.02116902	-0.00170993	-4.26261
441	-0.437513	-0.02128948	-0.001721491	-4.2723
442	-0.438494	-0.02136454	-0.001664995	-4.28195
443	-0.439436	-0.02136184	-0.001733707	-4.29192
444	-0.440475	-0.02147213	-0.001770224	-4.3017
445	-0.441419	-0.02144465	-0.001667943	-4.31151
446	-0.442439	-0.02153152	-0.001781785	-4.32137
447	-0.443424	-0.02157742	-0.001803827	-4.33118
448	-0.444396	-0.02165707	-0.001794329	-4.34107
449	-0.445398	-0.02171177	-0.001805988	-4.35108
450	-0.446434	-0.02174444	-0.001788827	-4.36092
451	-0.447411	-0.02172103	-0.001853903	-4.37087
452	-0.448483	-0.02181611	-0.001813718	-4.38097
453	-0.449486	-0.02184116	-0.001798423	-4.39079
454	-0.450521	-0.02194563	-0.001807986	-4.40065
455	-0.45144	-0.02197587	-0.001790825	-4.41046
456	-0.452383	-0.0220586	-0.001786665	-4.42016
457	-0.45349	-0.02206277	-0.001813619	-4.43009
458	-0.45445	-0.02208717	-0.001766392	-4.43976
459	-0.455473	-0.02216702	-0.001738128	-4.44981
460	-0.456451	-0.02221613	-0.001785716	-4.45958
461	-0.457479	-0.0222535	-0.001878073	-4.46937
462	-0.458436	-0.02234648	-0.001792299	-4.47904
463	-0.459447	-0.02234516	-0.00177232	-4.48894
464	-0.460449	-0.02241129	-0.001842571	-4.49885
465	-0.461414	-0.02247836	-0.001792102	-4.50888
466	-0.462431	-0.02245315	-0.00173505	-4.51884
467	-0.463503	-0.0225695	-0.001798849	-4.5288
468	-0.464468	-0.022572	-0.001775628	-4.53846
469	-0.465414	-0.02268428	-0.001792069	-4.5483
470	-0.466446	-0.02275796	-0.001783685	-4.55805
471	-0.4675	-0.02271679	-0.001724602	-4.56783
472	-0.46848	-0.02280228	-0.0017435	-4.57781
473	-0.469431	-0.02285147	-0.001805039	-4.58761
474	-0.470457	-0.02284798	-0.001854525	-4.59737
475	-0.471473	-0.02296126	-0.001822953	-4.60735
476	-0.472474	-0.02305043	-0.001807593	-4.61719
477	-0.473446	-0.02303963	-0.001733052	-4.627
478	-0.474483	-0.02314991	-0.001736032	-4.63689
479	-0.475509	-0.023135	-0.001801436	-4.64688
480	-0.476475	-0.02320136	-0.001801338	-4.65684
481	-0.477522	-0.02321672	-0.00178958	-4.66628
482	-0.478475	-0.02321718	-0.001775694	-4.67616
483	-0.479493	-0.02330425	-0.001809296	-4.68575
484	-0.480526	-0.02334624	-0.001772582	-4.69564
485	-0.481465	-0.02346867	-0.001737179	-4.70538
486	-0.482404	-0.02355696	-0.00173089	-4.71509
487	-0.48339	-0.02355844	-0.001745104	-4.72479
488	-0.484448	-0.02360155	-0.001750213	-4.73471
489	-0.485392	-0.02361497	-0.001778805	-4.74479
490	-0.486483	-0.02363911	-0.00172732	-4.75466
491	-0.487434	-0.02372637	-0.00175339	-4.7645
492	-0.488475	-0.02377349	-0.001718118	-4.77439
493	-0.489509	-0.02386213	-0.001808379	-4.78465
494	-0.490499	-0.02385747	-0.001717462	-4.79418
495	-0.491509	-0.02394093	-0.001724242	-4.80404
496	-0.4925	-0.02402652	-0.001739406	-4.81385
497	-0.493469	-0.02398433	-0.001705312	-4.82365
498	-0.494428	-0.0240979	-0.001701644	-4.83331
499	-0.495495	-0.02411734	-0.001726141	-4.84302
500	-0.496468	-0.02418973	-0.001756927	-4.85294
501	-0.497408	-0.02421688	-0.001828063	-4.86283
502	-0.498428	-0.02428767	-0.001828587	-4.87261
503	-0.499493	-0.02436459	-0.001813816	-4.88251
504	-0.500442	-0.02438019	-0.001796065	-4.89257
505	-0.50139	-0.02443049	-0.001791316	-4.90242
506	-0.502411	-0.02451851	-0.001740945	-4.91238
507	-0.503346	-0.02449973	-0.001749919	-4.92143
508	-0.504382	-0.02462088	-0.001820988	-4.93133
509	-0.505391	-0.02470828	-0.001753587	-4.94135
510	-0.506353	-0.02470276	-0.001771534	-4.9512
511	-0.507407	-0.02472794	-0.001766065	-4.96126
512	-0.508352	-0.02481039	-0.001828095	-4.97124
513	-0.509434	-0.02486407	-0.001814143	-4.9812
514	-0.510446	-0.02495255	-0.001695126	-4.99117
515	-0.511426	-0.02497885	-0.001731906	-5.00131
516	-0.512472	-0.02503486	-0.001760727	-5.01104
517	-0.513457	-0.02507685	-0.001733707	-5.02103
518	-0.514477	-0.02515985	-0.001803892	-5.03069
519	-0.515398	-0.02514941	-0.00181339	-5.04076
520	-0.516443	-0.02518887	-0.001717069	-5.05066
521	-0.517461	-0.02526866	-0.001792331	-5.06054
522	-0.5185	-0.02531432	-0.001780082	-5.0703
523	-0.519514	-0.02526662	-0.00181732	-5.08008
524	-0.520446	-0.02537854	-0.001840279	-5.09002
525	-0.521471	-0.02540382	-0.001834416	-5.09985
526	-0.522479	-0.0254841	-0.001789973	-5.10951
527	-0.523457	-0.02550866	-0.001836087	-5.11934
528	-0.524448	-0.02548604	-0.00175041	-5.12918
529	-0.525457	-0.02557816	-0.001767768	-5.13901
530	-0.526466	-0.02563378	-0.001832779	-5.14899
531	-0.527474	-0.02570411	-0.00183327	-5.15872
532	-0.52845	-0.02577414	-0.001828521	-5.16851
533	-0.529497	-0.02585934	-0.001796622	-5.17854
534	-0.530441	-0.02584706	-0.00183065	-5.18819
535	-0.531454	-0.02590691	-0.001855017	-5.19785
536	-0.532482	-0.02592172	-0.001817713	-5.20771
537	-0.533435	-0.02599211	-0.001818958	-5.21749
538	-0.534492	-0.02606401	-0.001837691	-5.22723
539	-0.535422	-0.02612074	-0.001829635	-5.23714
540	-0.53652	-0.02617213	-0.001799143	-5.24708
541	-0.537452	-0.02621533	-0.001827604	-5.25705
542	-0.538413	-0.02620427	-0.001759187	-5.26694
543	-0.539509	-0.02625194	-0.001783587	-5.2768
544	-0.540398	-0.02632578	-0.001836676	-5.2868
545	-0.541501	-0.02629866	-0.001811982	-5.29665
546	-0.542491	-0.02637601	-0.001709537	-5.30661
547	-0.54345	-0.02643019	-0.001765639	-5.31634
548	-0.544464	-0.02652507	-0.001775039	-5.32637
549	-0.545556	-0.02654116	-0.001819416	-5.33646
550	-0.546462	-0.02661007	-0.001778674	-5.34607
551	-0.547431	-0.02666172	-0.001815388	-5.35569
552	-0.54847	-0.02670739	-0.00178267	-5.36556
553	-0.549485	-0.02675069	-0.001796687	-5.37537
554	-0.550459	-0.02677321	-0.001809263	-5.38514
555	-0.551474	-0.02690284	-0.00178375	-5.39509
556	-0.55242	-0.02685168	-0.001778347	-5.405
557	-0.553468	-0.02696029	-0.001786141	-5.41476
558	-0.554454	-0.02695674	-0.001752637	-5.42471
559	-0.555493	-0.02701141	-0.001802615	-5.43459
560	-0.556463	-0.02701716	-0.001792167	-5.44459
561	-0.557534	-0.0271276	-0.001812964	-5.45482
562	-0.55851	-0.02720843	-0.001762462	-5.46432
563	-0.559447	-0.02727666	-0.001761152	-5.47402
564	-0.560448	-0.02727439	-0.001751491	-5.48381
565	-0.56147	-0.02727246	-0.00180291	-5.49368
566	-0.562461	-0.02740727	-0.001788729	-5.5037
567	-0.563353	-0.02742165	-0.00175958	-5.51336
568	-0.56442	-0.02740769	-0.001818958	-5.52323
569	-0.565423	-0.0274684	-0.00175696	-5.53299
570	-0.566427	-0.02747017	-0.001734493	-5.54291
571	-0.567446	-0.02757573	-0.00175886	-5.553
572	-0.568409	-0.02767915	-0.001782604	-5.56305
573	-0.569463	-0.02775982	-0.001791512	-5.57275
574	-0.570509	-0.0277524	-0.001782637	-5.58287
575	-0.571504	-0.02784341	-0.001796916	-5.59265
576	-0.572514	-0.02793051	-0.001843554	-5.60235
577	-0.573497	-0.02796016	-0.001726371	-5.61194
578	-0.574383	-0.02799887	-0.001772353	-5.62073
579	-0.575373	-0.0280577	-0.001773598	-5.63069
580	-0.576363	-0.02810885	-0.001780836	-5.64052
581	-0.577443	-0.0280928	-0.001763871	-5.65056
582	-0.578365	-0.02818016	-0.001807626	-5.66043
583	-0.579386	-0.02823683	-0.001749329	-5.67029
584	-0.580386	-0.02831983	-0.001790464	-5.68029
585	-0.581442	-0.02841826	-0.001834318	-5.69022
586	-0.582447	-0.02844725	-0.00181791	-5.70015
587	-0.583488	-0.02847756	-0.001848008	-5.71003
588	-0.584438	-0.0285333	-0.001779853	-5.7201
589	-0.585498	-0.02851341	-0.001816108	-5.72989
590	-0.586432	-0.02862225	-0.001795344	-5.73949
591	-0.5874	-0.0286448	-0.001761971	-5.74935
592	-0.588417	-0.02869589	-0.001830584	-5.75912
593	-0.589415	-0.02870925	-0.001786895	-5.76937
594	-0.590392	-0.02879964	-0.001864056	-5.77927
595	-0.591447	-0.0288045	-0.001821119	-5.7892
596	-0.592465	-0.02884002	-0.001775071	-5.79913
597	-0.593454	-0.02896235	-0.001773237	-5.80895
598	-0.594467	-0.02901479	-0.001766098	-5.81875
599	-0.595458	-0.02894334	-0.00173315	-5.82873
600	-0.59645	-0.02902326	-0.00180386	-5.83875
601	-0.597424	-0.02907191	-0.001742353	-5.84866
602	-0.59844	-0.02924254	-0.001716775	-5.85855
603	-0.599414	-0.02915984	-0.001765803	-5.86832
604	-0.600492	-0.02918903	-0.001764034	-5.87823
605	-0.601488	-0.02929885	-0.001750377	-5.88793
606	-0.602397	-0.0293499	-0.0017341	-5.89801
607	-0.603442	-0.02947588	-0.001697484	-5.90785
608	-0.604492	-0.02942716	-0.001679832	-5.91767
609	-0.60544	-0.02947854	-0.00171874	-5.92756
610	-0.606505	-0.02958458	-0.001767899	-5.93743
611	-0.607458	-0.02956022	-0.001773892	-5.94734
612	-0.608468	-0.0296818	-0.001755224	-5.95726
613	-0.60949	-0.02976444	-0.00184506	-5.96709
614	-0.610439	-0.02976677	-0.001826425	-5.97687
615	-0.611441	-0.02984553	-0.001776021	-5.98696
616	-0.612441	-0.02983342	-0.001761611	-5.99681
617	-0.613493	-0.02997837	-0.001751589	-6.0067
618	-0.614529	-0.02999998	-0.001740912	-6.01645
619	-0.615518	-0.03008836	-0.001762462	-6.02617
620	-0.616477	-0.03013462	-0.001765967	-6.03591
621	-0.61746	-0.03016574	-0.001713827	-6.04575
622	-0.618457	-0.03017284	-0.001736294	-6.05574
623	-0.619408	-0.03025334	-0.001734952	-6.06548
624	-0.620434	-0.030247	-0.001783227	-6.07532
625	-0.621425	-0.0303326	-0.001738849	-6.08534
626	-0.622433	-0.03038342	-0.001723521	-6.09543
627	-0.62348	-0.03039005	-0.001739307	-6.10538
628	-0.624496	-0.0304811	-0.00175565	-6.11546
629	-0.625482	-0.03046678	-0.001763936	-6.12549
630	-0.626417	-0.03050221	-0.001784176	-6.135
631	-0.627378	-0.03059726	-0.001850464	-6.14476
632	-0.628437	-0.03068928	-0.001775366	-6.15452
633	-0.629501	-0.0306661	-0.001840148	-6.16451
634	-0.630459	-0.03064972	-0.001781098	-6.17433
635	-0.631394	-0.03076654	-0.001721786	-6.18438
636	-0.632472	-0.03076404	-0.001826851	-6.1942
637	-0.633546	-0.03086822	-0.001807659	-6.20412
638	-0.63456	-0.03091848	-0.001835857	-6.2142
639	-0.635457	-0.03091911	-0.001802124	-6.22383
640	-0.636459	-0.03096678	-0.001841458	-6.23359
641	-0.637476	-0.03099413	-0.001745399	-6.24331
642	-0.638523	-0.03114844	-0.0017847	-6.25328
643	-0.63943	-0.03120787	-0.001750279	-6.26297
644	-0.640469	-0.03126824	-0.001783914	-6.2729
645	-0.641527	-0.03130774	-0.001842014	-6.28265
646	-0.642497	-0.03132212	-0.001735345	-6.2924
647	-0.643446	-0.03141858	-0.001856916	-6.30199
648	-0.644481	-0.03142137	-0.001807462	-6.31202
649	-0.645373	-0.03144616	-0.00181267	-6.32106
650	-0.646414	-0.0315612	-0.001871556	-6.3309
651	-0.647378	-0.03153379	-0.001824886	-6.34095
652	-0.648365	-0.0316523	-0.001840344	-6.351
653	-0.649335	-0.0317273	-0.001787189	-6.36088
654	-0.650396	-0.0317666	-0.001755814	-6.37086
655	-0.65141	-0.0317941	-0.001839591	-6.38092
656	-0.652392	-0.0318047	-0.001851742	-6.39099
657	-0.653439	-0.031793	-0.001827506	-6.40098
658	-0.654498	-0.0318905	-0.001855966	-6.41092
659	-0.655473	-0.0319879	-0.001888783	-6.42086
660	-0.656467	-0.0319819	-0.00182613	-6.43063
661	-0.657403	-0.0320738	-0.001897036	-6.44036
662	-0.658427	-0.0321618	-0.001823969	-6.45005
663	-0.659483	-0.0321934	-0.00186625	-6.46011
664	-0.660472	-0.0323056	-0.001804482	-6.47012
665	-0.661466	-0.0323508	-0.001896054	-6.47992
666	-0.662451	-0.0323445	-0.00190994	-6.48976
667	-0.663444	-0.0324102	-0.001909514	-6.49949
668	-0.664429	-0.0324217	-0.001870213	-6.50929
669	-0.665519	-0.0324704	-0.001797146	-6.51968
670	-0.66649	-0.0325933	-0.001889831	-6.52938
671	-0.667468	-0.0325694	-0.001803467	-6.53913
672	-0.668482	-0.0326825	-0.001804613	-6.549
673	-0.669472	-0.0326881	-0.001788008	-6.55879
674	-0.670496	-0.0327361	-0.001827244	-6.56869
675	-0.671519	-0.0327765	-0.001810082	-6.57858
676	-0.672476	-0.0327522	-0.001813456	-6.58839
677	-0.673479	-0.0328569	-0.001854787	-6.59824
678	-0.674397	-0.0329143	-0.001791905	-6.60802
679	-0.675393	-0.0329791	-0.001825836	-6.61776
680	-0.676451	-0.0329554	-0.001796589	-6.62768
681	-0.677445	-0.033038	-0.001819056	-6.63761
682	-0.678494	-0.033085	-0.001841491	-6.64764
683	-0.679394	-0.0331126	-0.001853936	-6.65759
684	-0.680474	-0.0331744	-0.001855835	-6.66776
685	-0.681478	-0.0331855	-0.001832746	-6.67742
686	-0.682364	-0.0333115	-0.00182125	-6.68719
687	-0.683414	-0.0333475	-0.001784274	-6.6969
688	-0.684475	-0.0333882	-0.001822364	-6.70695
689	-0.685478	-0.0334342	-0.001866971	-6.71695
690	-0.686404	-0.0335663	-0.001790726	-6.72686
691	-0.687442	-0.0335541	-0.001839394	-6.73685
692	-0.688362	-0.0336644	-0.001870508	-6.74678
693	-0.68942	-0.0336965	-0.00185279	-6.75648
694	-0.690523	-0.0337482	-0.001840672	-6.76666
695	-0.691544	-0.0338249	-0.001847779	-6.77644
696	-0.692586	-0.0338963	-0.00183422	-6.78675
697	-0.693507	-0.0339686	-0.001800224	-6.79618
698	-0.694416	-0.0339111	-0.001765999	-6.80585
699	-0.695505	-0.0339678	-0.001814045	-6.81569
700	-0.696394	-0.0340204	-0.001858783	-6.8255
701	-0.697407	-0.0340427	-0.001880169	-6.83524
702	-0.698339	-0.0340695	-0.001874176	-6.84535
703	-0.699373	-0.0341504	-0.001813325	-6.85509
704	-0.700339	-0.0341975	-0.00179184	-6.86537
705	-0.701447	-0.0342058	-0.001844078	-6.87538
706	-0.70242	-0.0342731	-0.001787648	-6.88514
707	-0.703425	-0.0344161	-0.001821873	-6.89537
708	-0.704518	-0.0344018	-0.001770421	-6.9053
709	-0.705482	-0.0344904	-0.001774613	-6.91538
710	-0.706456	-0.0344934	-0.001802025	-6.92518
711	-0.707474	-0.034602	-0.001817877	-6.93514
712	-0.708496	-0.0345503	-0.001850137	-6.94494
713	-0.709489	-0.0346262	-0.001863827	-6.95471
714	-0.710484	-0.0346484	-0.001833761	-6.96451
715	-0.711469	-0.0347104	-0.001837986	-6.97436
716	-0.712475	-0.0348069	-0.001851218	-6.98422
717	-0.713391	-0.0348398	-0.001809133	-6.99405
718	-0.714461	-0.0349571	-0.001762364	-7.00383
719	-0.715486	-0.0349868	-0.001809034	-7.01396
720	-0.716348	-0.0350788	-0.001806185	-7.0231
721	-0.717338	-0.0351141	-0.001828881	-7.0329
722	-0.718362	-0.0350837	-0.001793216	-7.04291
723	-0.719373	-0.0351859	-0.001793707	-7.05322
724	-0.720482	-0.0352517	-0.001769864	-7.06337
725	-0.721409	-0.0352396	-0.00176505	-7.07335
726	-0.722401	-0.0352225	-0.001771207	-7.08329
727	-0.723478	-0.0353388	-0.001804187	-7.0931
728	-0.724436	-0.0353531	-0.001804449	-7.10306
729	-0.725469	-0.0354225	-0.001767015	-7.11303
730	-0.726441	-0.0354159	-0.001720541	-7.123
731	-0.727464	-0.0354197	-0.001765999	-7.1327
732	-0.728376	-0.035466	-0.001815846	-7.14258
733	-0.729462	-0.0356356	-0.001866152	-7.1528
734	-0.730378	-0.0356259	-0.001772157	-7.16263
735	-0.731432	-0.0356553	-0.001796327	-7.17252
736	-0.732465	-0.0357	-0.001779427	-7.18257
737	-0.733461	-0.0357429	-0.00176446	-7.19268
738	-0.734433	-0.0358504	-0.001835923	-7.20245
739	-0.735484	-0.0358702	-0.001776938	-7.21243
740	-0.736459	-0.0359527	-0.00170505	-7.22238
741	-0.737451	-0.0360354	-0.001696305	-7.23234
742	-0.738446	-0.0360421	-0.001776512	-7.24206
743	-0.739453	-0.036182	-0.001744154	-7.25204
744	-0.740437	-0.0362005	-0.00177422	-7.26194
745	-0.741448	-0.0361801	-0.001807167	-7.27178
746	-0.742407	-0.036234	-0.001787943	-7.28168
747	-0.743437	-0.0362571	-0.001785748	-7.29153
748	-0.74443	-0.0363318	-0.001829929	-7.30154
749	-0.745488	-0.0364281	-0.001757713	-7.31174
750	-0.746468	-0.0364787	-0.001784078	-7.32144
751	-0.747494	-0.0365652	-0.001810508	-7.33141
752	-0.748419	-0.0366395	-0.001739406	-7.34113
753	-0.749414	-0.036617	-0.00176089	-7.35111
754	-0.75039	-0.0366348	-0.001761709	-7.36092
755	-0.751477	-0.0367174	-0.001803827	-7.37075
756	-0.752463	-0.0367463	-0.001759744	-7.38074
757	-0.753401	-0.0367829	-0.001746775	-7.39047
758	-0.754405	-0.0368046	-0.001821578	-7.4003
759	-0.755434	-0.0369006	-0.001796622	-7.41024
760	-0.756503	-0.0369135	-0.001722768	-7.42017
761	-0.757479	-0.036936	-0.00177648	-7.43039
762	-0.758507	-0.0370454	-0.001756305	-7.4402
763	-0.759498	-0.0371239	-0.001852724	-7.44997
764	-0.760537	-0.0371998	-0.001810901	-7.46014
765	-0.761463	-0.037206	-0.001806087	-7.46983
766	-0.762513	-0.0373062	-0.001818434	-7.47958
767	-0.763412	-0.037289	-0.001761316	-7.48945
768	-0.764374	-0.0372631	-0.001772746	-7.49912
769	-0.765382	-0.0373373	-0.001834547	-7.50895
770	-0.766398	-0.0374125	-0.001803565	-7.51879
771	-0.767413	-0.0375139	-0.001795377	-7.52873
772	-0.768456	-0.0375154	-0.001832287	-7.53885
773	-0.769433	-0.0376371	-0.001769602	-7.54878
774	-0.770504	-0.0376939	-0.001793183	-7.5587
775	-0.77146	-0.0376589	-0.001788139	-7.56856
776	-0.772521	-0.0376967	-0.001829897	-7.5785
777	-0.773561	-0.0377558	-0.001810475	-7.58865
778	-0.77451	-0.0378039	-0.001800159	-7.59826
779	-0.775478	-0.0378916	-0.001772157	-7.60815
780	-0.776427	-0.0379816	-0.001765967	-7.61779
781	-0.777459	-0.0380841	-0.001822135	-7.62778
782	-0.778401	-0.0380444	-0.001848335	-7.63741
783	-0.779474	-0.0380852	-0.001824034	-7.64729
784	-0.780435	-0.0381501	-0.001820268	-7.6573
785	-0.781447	-0.0381933	-0.001798652	-7.66731
786	-0.782387	-0.038276	-0.001741305	-7.67709
787	-0.783342	-0.03826	-0.001814733	-7.68718
788	-0.784463	-0.0383522	-0.001779689	-7.69706
789	-0.785405	-0.0383828	-0.001806774	-7.70716
790	-0.786455	-0.038447	-0.001761611	-7.71724
791	-0.787446	-0.0384797	-0.001775268	-7.72624
792	-0.788478	-0.0386326	-0.001818335	-7.73633
793	-0.789465	-0.038593	-0.001783488	-7.74601
794	-0.790523	-0.038696	-0.001704166	-7.75591
795	-0.791394	-0.0386661	-0.001746382	-7.76574
796	-0.792395	-0.0386728	-0.001844897	-7.77543
797	-0.793406	-0.0387395	-0.001812539	-7.78527
798	-0.794426	-0.0388157	-0.00179184	-7.79509
799	-0.795409	-0.0388825	-0.001810377	-7.80524
800	-0.796465	-0.0389927	-0.001845126	-7.81519
801	-0.797488	-0.03897	-0.001823969	-7.82484
802	-0.798526	-0.0390848	-0.001809558	-7.83477
803	-0.799561	-0.0391081	-0.001798849	-7.84463
804	-0.800469	-0.0391314	-0.001803172	-7.85462
805	-0.801548	-0.0392021	-0.001848761	-7.86409
806	-0.802437	-0.0391981	-0.001842997	-7.87379
807	-0.803383	-0.0393096	-0.001829569	-7.8835
808	-0.804398	-0.0393329	-0.001814602	-7.89345
809	-0.80554	-0.0393885	-0.001773532	-7.90318
810	-0.80647	-0.0394027	-0.001785191	-7.91292
811	-0.80742	-0.0394808	-0.001834416	-7.92257
812	-0.808395	-0.0394995	-0.001824689	-7.93245
813	-0.809422	-0.0395603	-0.001749264	-7.9422
814	-0.810443	-0.0396139	-0.001756764	-7.95222
815	-0.811479	-0.0396643	-0.001792495	-7.96192
816	-0.812496	-0.0397091	-0.001781425	-7.97188
817	-0.813475	-0.0397377	-0.001756567	-7.9816
818	-0.814498	-0.0398516	-0.001791971	-7.99145
819	-0.815526	-0.0398978	-0.001841228	-8.0016
820	-0.816492	-0.0399244	-0.00182089	-8.01112
821	-0.817458	-0.0399292	-0.001856785	-8.02084
822	-0.818509	-0.0399715	-0.001798849	-8.03076
823	-0.819492	-0.0400494	-0.001819089	-8.04064
824	-0.820489	-0.0401319	-0.001829995	-8.05053
825	-0.821461	-0.0401473	-0.001772779	-8.0605
826	-0.822443	-0.0401449	-0.00178267	-8.07038
827	-0.823398	-0.0402739	-0.001787255	-8.08023
828	-0.824406	-0.0403379	-0.001763347	-8.09018
829	-0.825438	-0.0403808	-0.001777561	-8.10016
830	-0.826437	-0.0404352	-0.001742058	-8.11008
831	-0.827464	-0.0404343	-0.001810803	-8.12004
832	-0.828464	-0.040546	-0.00174743	-8.12996
833	-0.829433	-0.0405876	-0.001769864	-8.13969
834	-0.830476	-0.0406606	-0.001816141	-8.14966
835	-0.831401	-0.0406996	-0.001764133	-8.15919
836	-0.83245	-0.0407992	-0.001797375	-8.16901
837	-0.833467	-0.0407655	-0.001832615	-8.17885
838	-0.834491	-0.0408234	-0.001885999	-8.18875
839	-0.835466	-0.0408933	-0.00188541	-8.19833
840	-0.836465	-0.0409409	-0.001793609	-8.20802
841	-0.837442	-0.0410403	-0.001754569	-8.21764
842	-0.838411	-0.041056	-0.001812047	-8.22749
843	-0.839411	-0.0411314	-0.001875126	-8.23733
844	-0.840423	-0.0411156	-0.001826392	-8.24712
845	-0.84144	-0.0411863	-0.001867134	-8.25686
846	-0.842482	-0.0412987	-0.001864809	-8.2669
847	-0.843508	-0.0413174	-0.001868838	-8.27701
848	-0.844482	-0.0413481	-0.001859176	-8.28656
849	-0.845457	-0.0413317	-0.001852757	-8.29621
850	-0.846429	-0.0414461	-0.001804908	-8.30608
851	-0.847465	-0.0415296	-0.001837331	-8.31566
852	-0.848383	-0.0415908	-0.001814373	-8.32545
853	-0.849338	-0.0416138	-0.001821938	-8.33538
854	-0.850459	-0.041648	-0.001884361	-8.34515
855	-0.851466	-0.0416948	-0.001864645	-8.35515
856	-0.852467	-0.0417915	-0.001860224	-8.36513
857	-0.853471	-0.0418112	-0.001816108	-8.37484
858	-0.85448	-0.0417702	-0.001888816	-8.38465
859	-0.855436	-0.0418706	-0.00184696	-8.39447
860	-0.856481	-0.0419635	-0.001891698	-8.40458
861	-0.857452	-0.0419737	-0.001832942	-8.41419
862	-0.858346	-0.0419578	-0.001772582	-8.42348
863	-0.859359	-0.0420896	-0.001799274	-8.4333
864	-0.860401	-0.0421747	-0.001789285	-8.44319
865	-0.861383	-0.0421941	-0.001778117	-8.45333
866	-0.862432	-0.0422348	-0.001782047	-8.46346
867	-0.863405	-0.0422632	-0.001722801	-8.47343
868	-0.864462	-0.0422417	-0.001701152	-8.48337
869	-0.865403	-0.0423232	-0.001782833	-8.49354
870	-0.866532	-0.0423667	-0.001765115	-8.50338
871	-0.867495	-0.0424191	-0.001806054	-8.5133
872	-0.868547	-0.0424491	-0.001756534	-8.52301
873	-0.869456	-0.0425095	-0.001782244	-8.53253
874	-0.870485	-0.0424556	-0.001788336	-8.54234
875	-0.871451	-0.0425183	-0.001800879	-8.55243
876	-0.872409	-0.042631	-0.001764984	-8.56198
877	-0.873407	-0.0426294	-0.00175172	-8.57174
878	-0.874353	-0.0426555	-0.001773663	-8.58155
879	-0.875379	-0.0428261	-0.00176315	-8.59152
880	-0.876489	-0.0429002	-0.001830748	-8.60154
881	-0.877462	-0.0428453	-0.001769537	-8.61162
