[LinearBatch Acquisition File]
[Application]
AppVersion=FC Control v2017-beta build 28.3.2017 12:00:53 - 2926
[PTC Status]
ID=VIRTUAL PTC DummyPTC 2016-02-23
[FLOW]
[FCSControl]OutputEnabled=
#Mereni provedeno: 13.12.2017 5:06:46
#Teplota: NAN deg C; Teplota okoli: 0.0
#Invert Current: FALSEInvert Voltage: FALSE
#From 0 mA to -10000 mA by step 6
#Prodleva mezi nacitanim bodu: 299.820107935239
#Fuel used: TODO
#Oxigen medium: TODO
#Anode material: -unspecified-
#Cathode material: -unspecified-
#Membrane: -unspecified-
#MEApreparation: -unspecified-
#GDL material: -unspecified- -unspecified-
#Press for hot-pressing: TODO
#Comment: 
#Osa X [A]	Osa Y [V]	Vykon [A*V]
#Osa X 
#-------------------------------------------------------------------------------------------------------------------------------------------------------
Time from start [ms]	Temperature [°C]	Current [mA]	Voltage [V]	Power [mW]	Instability [mV]	Time
85231	NAN	-1500	587.653351542971	-881.480027314457	0	5:08:11
85278	NAN	-1500	587.653351542971	-881.480027314457	0	5:08:11
85608	NAN	-1506	586.932072337976	-883.919700940992	0	5:08:11
85746	NAN	-1512	586.211275038377	-886.351447858026	0	5:08:11
85934	NAN	-1512	586.211275038377	-886.351447858026	0	5:08:11
86245	NAN	-1518	585.490955829605	-888.77527094934	0	5:08:12
86263	NAN	-1518	585.490955829605	-888.77527094934	0	5:08:12
86591	NAN	-1524	584.771110942204	-891.191173075918	0	5:08:12
86760	NAN	-1530	584.051736651122	-893.599157076216	0	5:08:12
86918	NAN	-1530	584.051736651122	-893.599157076216	0	5:08:12
87244	NAN	-1536	583.332829275018	-895.999225766428	0	5:08:13
87261	NAN	-1548	581.896400756856	-900.775628371613	0	5:08:13
87574	NAN	-1548	581.896400756856	-900.775628371613	0	5:08:13
87774	NAN	-1554	581.1788724646	-903.151967809988	0	5:08:13
87899	NAN	-1554	581.1788724646	-903.151967809988	0	5:08:13
88230	NAN	-1560	580.461796785631	-905.520402985584	0	5:08:14
88274	NAN	-1566	579.745170247199	-907.880936607113	0	5:08:14
88570	NAN	-1566	579.745170247199	-907.880936607113	0	5:08:14
88788	NAN	-1572	579.02898941637	-910.233571362534	0	5:08:14
88897	NAN	-1572	579.02898941637	-910.233571362534	0	5:08:14
89226	NAN	-1578	578.313250899419	-912.578309919284	0	5:08:15
89300	NAN	-1584	577.597951341236	-914.915154924518	0	5:08:15
89553	NAN	-1584	577.597951341236	-914.915154924518	0	5:08:15
89803	NAN	-1590	576.883087424739	-917.244109005336	0	5:08:15
89882	NAN	-1590	576.883087424739	-917.244109005336	0	5:08:15
90211	NAN	-1596	576.168655870306	-919.565174769009	0	5:08:16
90308	NAN	-1602	575.45465343521	-921.878354803206	0	5:08:16
90535	NAN	-1602	575.45465343521	-921.878354803206	0	5:08:16
90817	NAN	-1614	574.027923133302	-926.481067937149	0	5:08:16
90863	NAN	-1614	574.027923133302	-926.481067937149	0	5:08:16
91193	NAN	-1620	573.315188960604	-928.770606116178	0	5:08:17
91318	NAN	-1626	572.60287129442	-931.052268724727	0	5:08:17
91518	NAN	-1626	572.60287129442	-931.052268724727	0	5:08:17
91830	NAN	-1632	571.890967068433	-933.326058255683	0	5:08:17
91846	NAN	-1632	571.890967068433	-933.326058255683	0	5:08:17
92177	NAN	-1638	571.179473250065	-935.591977183607	0	5:08:18
92331	NAN	-1644	570.46838683998	-937.850027964928	0	5:08:18
92501	NAN	-1644	570.46838683998	-937.850027964928	0	5:08:18
92830	NAN	-1650	569.757704871604	-940.100213038148	0	5:08:18
92847	NAN	-1656	569.047424410646	-942.342534824031	0	5:08:18
93157	NAN	-1656	569.047424410646	-942.342534824031	0	5:08:19
93352	NAN	-1662	568.337542554634	-944.576995725801	0	5:08:19
93484	NAN	-1662	568.337542554634	-944.576995725801	0	5:08:19
93814	NAN	-1668	567.628056432453	-946.803598129331	0	5:08:19
93858	NAN	-1674	566.9189632039	-949.022344403328	0	5:08:19
94141	NAN	-1674	566.9189632039	-949.022344403328	0	5:08:20
94358	NAN	-1686	565.501944218761	-953.436277952832	0	5:08:20
94467	NAN	-1686	565.501944218761	-953.436277952832	0	5:08:20
94802	NAN	-1692	564.794012932375	-955.631469881578	0	5:08:20
94872	NAN	-1698	564.086463479167	-957.818814987625	0	5:08:20
95122	NAN	-1698	564.086463479167	-957.818814987625	0	5:08:21
95371	NAN	-1704	563.379293167004	-959.998315556575	0	5:08:21
95451	NAN	-1704	563.379293167004	-959.998315556575	0	5:08:21
95777	NAN	-1710	562.672499332123	-962.16997385793	0	5:08:21
95887	NAN	-1716	561.966079338736	-964.333792145271	0	5:08:21
96105	NAN	-1716	561.966079338736	-964.333792145271	0	5:08:22
96397	NAN	-1722	561.260030578638	-966.489772656415	0	5:08:22
96434	NAN	-1722	561.260030578638	-966.489772656415	0	5:08:22
96759	NAN	-1728	560.554350470826	-968.637917613586	0	5:08:22
96902	NAN	-1734	559.849036461118	-970.778229223578	0	5:08:22
97087	NAN	-1734	559.849036461118	-970.778229223578	0	5:08:23
97402	NAN	-1740	559.144086021787	-972.910709677909	0	5:08:23
97417	NAN	-1740	559.144086021787	-972.910709677909	0	5:08:23
97744	NAN	-1746	558.439496651195	-975.035361152986	0	5:08:23
97914	NAN	-1758	557.031391237978	-979.261185796365	0	5:08:23
98072	NAN	-1758	557.031391237978	-979.261185796365	0	5:08:24
98413	NAN	-1764	556.327870319331	-981.3623632433	0	5:08:24
98428	NAN	-1764	556.327870319331	-981.3623632433	0	5:08:24
98758	NAN	-1770	555.624700716695	-983.45572026855	0	5:08:24
98928	NAN	-1776	554.921880053629	-985.541258975245	0	5:08:24
99101	NAN	-1776	554.921880053629	-985.541258975245	0	5:08:25
99428	NAN	-1782	554.219405977725	-987.618981452306	0	5:08:25
99445	NAN	-1788	553.517276160284	-989.688889774588	0	5:08:25
99756	NAN	-1788	553.517276160284	-989.688889774588	0	5:08:25
99943	NAN	-1794	552.815488295996	-991.750986003017	0	5:08:25
100083	NAN	-1794	552.815488295996	-991.750986003017	0	5:08:26
100414	NAN	-1800	552.114040102633	-993.805272184739	0	5:08:26
100458	NAN	-1806	551.412929320735	-995.851750353247	0	5:08:26
100740	NAN	-1806	551.412929320735	-995.851750353247	0	5:08:26
100962	NAN	-1818	550.011711065556	-999.921290717181	0	5:08:26
101068	NAN	-1818	550.011711065556	-999.921290717181	0	5:08:27
101393	NAN	-1824	549.311599184525	-1001.94435691257	0	5:08:27
101472	NAN	-1830	548.611815898881	-1003.95962309495	0	5:08:27
101752	NAN	-1830	548.611815898881	-1003.95962309495	0	5:08:27
101973	NAN	-1836	547.912359058593	-1005.96709123158	0	5:08:27
102082	NAN	-1836	547.912359058593	-1005.96709123158	0	5:08:28
102407	NAN	-1842	547.213226534665	-1007.96676327685	0	5:08:28
102485	NAN	-1848	546.514416218858	-1009.95864117245	0	5:08:28
102735	NAN	-1848	546.514416218858	-1009.95864117245	0	5:08:28
102988	NAN	-1854	545.815926023426	-1011.94272684743	0	5:08:28
103075	NAN	-1854	545.815926023426	-1011.94272684743	0	5:08:29
103391	NAN	-1860	545.117753880846	-1013.91902221837	0	5:08:29
103499	NAN	-1866	544.419897743565	-1015.88752918949	0	5:08:29
103722	NAN	-1866	544.419897743565	-1015.88752918949	0	5:08:29
104000	NAN	-1878	543.025125392963	-1019.80118548798	0	5:08:30
104046	NAN	-1878	543.025125392963	-1019.80118548798	0	5:08:30
104390	NAN	-1884	542.328205182073	-1021.74633856303	0	5:08:30
104515	NAN	-1890	541.631592980847	-1023.6837107338	0	5:08:30
104716	NAN	-1890	541.631592980847	-1023.6837107338	0	5:08:30
105013	NAN	-1896	540.935286837794	-1025.61330384446	0	5:08:31
105043	NAN	-1896	540.935286837794	-1025.61330384446	0	5:08:31
105372	NAN	-1902	540.239284819909	-1027.53511972747	0	5:08:31
105527	NAN	-1908	539.543585012443	-1029.44916020374	0	5:08:31
105700	NAN	-1908	539.543585012443	-1029.44916020374	0	5:08:31
106032	NAN	-1914	538.848185518675	-1031.35542708274	0	5:08:32
106357	NAN	-1920	538.153084459682	-1033.25392216259	0	5:08:32
106541	NAN	-1926	537.458279974118	-1035.14464723015	0	5:08:32
106686	NAN	-1926	537.458279974118	-1035.14464723015	0	5:08:32
107009	NAN	-1932	536.763770218001	-1037.02760406118	0	5:08:33
107042	NAN	-1938	536.069553364491	-1038.90279442038	0	5:08:33
107340	NAN	-1938	536.069553364491	-1038.90279442038	0	5:08:33
107556	NAN	-1950	534.681991142384	-1042.62988272765	0	5:08:33
107669	NAN	-1950	534.681991142384	-1042.62988272765	0	5:08:33
107996	NAN	-1956	533.98864220394	-1044.48178415091	0	5:08:33
108055	NAN	-1962	533.295579028	-1046.32592605294	0	5:08:34
108352	NAN	-1962	533.295579028	-1046.32592605294	0	5:08:34
108569	NAN	-1968	532.602799870332	-1048.16231014481	0	5:08:34
108681	NAN	-1968	532.602799870332	-1048.16231014481	0	5:08:34
109009	NAN	-1974	531.910303002627	-1049.99093812718	0	5:08:35
109091	NAN	-1980	531.218086712302	-1051.81181169036	0	5:08:35
109334	NAN	-1980	531.218086712302	-1051.81181169036	0	5:08:35
109629	NAN	-1986	530.526149302313	-1053.62493251439	0	5:08:35
109665	NAN	-1986	530.526149302313	-1053.62493251439	0	5:08:35
109990	NAN	-1992	529.834489090966	-1055.4303022692	0	5:08:35
110178	NAN	-1998	529.143104411732	-1057.22792261464	0	5:08:36
110317	NAN	-1998	529.143104411732	-1057.22792261464	0	5:08:36
110649	NAN	-2010	527.761155058228	-1060.79992166704	0	5:08:36
110738	NAN	-2016	527.070587125106	-1062.57430364421	0	5:08:36
111031	NAN	-2016	527.070587125106	-1062.57430364421	0	5:08:37
111272	NAN	-2022	526.380288206044	-1064.34094275262	0	5:08:37
111368	NAN	-2022	526.380288206044	-1064.34094275262	0	5:08:37
111692	NAN	-2028	525.690256707666	-1066.09984060315	0	5:08:37
111782	NAN	-2034	525.000491050713	-1067.85099879715	0	5:08:37
112017	NAN	-2034	525.000491050713	-1067.85099879715	0	5:08:38
112298	NAN	-2040	524.310989669875	-1069.59441892655	0	5:08:38
112364	NAN	-2040	524.310989669875	-1069.59441892655	0	5:08:38
112689	NAN	-2046	523.621751013625	-1071.33010257388	0	5:08:38
112812	NAN	-2052	522.932773544059	-1073.05805131241	0	5:08:38
113019	NAN	-2052	522.932773544059	-1073.05805131241	0	5:08:39
113328	NAN	-2064	521.555596080531	-1076.49075031022	0	5:08:39
113347	NAN	-2064	521.555596080531	-1076.49075031022	0	5:08:39
113671	NAN	-2070	520.867393077458	-1078.19550367034	0	5:08:39
113828	NAN	-2076	520.179445242543	-1079.89252832352	0	5:08:39
114003	NAN	-2076	520.179445242543	-1079.89252832352	0	5:08:40
114328	NAN	-2082	519.491751103658	-1081.58182579782	0	5:08:40
114345	NAN	-2088	518.804309201378	-1083.26339761248	0	5:08:40
114655	NAN	-2088	518.804309201378	-1083.26339761248	0	5:08:40
114841	NAN	-2094	518.117118088838	-1084.93724527803	0	5:08:40
114983	NAN	-2094	518.117118088838	-1084.93724527803	0	5:08:40
115312	NAN	-2100	517.430176331583	-1086.60337029633	0	5:08:41
115355	NAN	-2106	516.743482507433	-1088.26177416065	0	5:08:41
115636	NAN	-2106	516.743482507433	-1088.26177416065	0	5:08:41
115856	NAN	-2112	516.057035206338	-1089.91245835579	0	5:08:41
115964	NAN	-2112	516.057035206338	-1089.91245835579	0	5:08:41
116298	NAN	-2118	515.370833030244	-1091.55542435806	0	5:08:42
116368	NAN	-2124	514.684874592957	-1093.19067363544	0	5:08:42
116636	NAN	-2124	514.684874592957	-1093.19067363544	0	5:08:42
116884	NAN	-2136	513.313683448515	-1096.43802784603	0	5:08:42
116962	NAN	-2136	513.313683448515	-1096.43802784603	0	5:08:42
117293	NAN	-2142	512.628448027072	-1098.05013567399	0	5:08:43
117400	NAN	-2148	511.943450915599	-1099.65453256671	0	5:08:43
117618	NAN	-2148	511.943450915599	-1099.65453256671	0	5:08:43
117914	NAN	-2154	511.258690785228	-1101.25121995138	0	5:08:43
117949	NAN	-2154	511.258690785228	-1101.25121995138	0	5:08:43
118292	NAN	-2160	510.574166318173	-1102.84019924725	0	5:08:44
118454	NAN	-2166	509.889876207613	-1104.42147186569	0	5:08:44
118616	NAN	-2166	509.889876207613	-1104.42147186569	0	5:08:44
118944	NAN	-2172	509.205819157563	-1105.99503921023	0	5:08:44
118962	NAN	-2178	508.521993882762	-1107.56090267666	0	5:08:44
119272	NAN	-2178	508.521993882762	-1107.56090267666	0	5:08:45
119475	NAN	-2184	507.838399108549	-1109.11906365307	0	5:08:45
119604	NAN	-2184	507.838399108549	-1109.11906365307	0	5:08:45
119928	NAN	-2190	507.155033570751	-1110.66952351994	0	5:08:45
119989	NAN	-2202	505.788985199446	-1113.74734540918	0	5:08:45
120256	NAN	-2202	505.788985199446	-1113.74734540918	0	5:08:46
120504	NAN	-2208	505.106299889	-1115.27471015491	0	5:08:46
120581	NAN	-2208	505.106299889	-1115.27471015491	0	5:08:46
120910	NAN	-2214	504.423838860864	-1116.79437923795	0	5:08:46
121005	NAN	-2220	503.741600901607	-1118.30635400157	0	5:08:47
121237	NAN	-2220	503.741600901607	-1118.30635400157	0	5:08:47
121517	NAN	-2226	503.059584807617	-1119.81063578176	0	5:08:47
121566	NAN	-2226	503.059584807617	-1119.81063578176	0	5:08:47
121894	NAN	-2232	502.377789384999	-1121.30722590732	0	5:08:47
122019	NAN	-2238	501.696213449468	-1122.79612569991	0	5:08:48
122220	NAN	-2238	501.696213449468	-1122.79612569991	0	5:08:48
122531	NAN	-2244	501.014855826246	-1124.2773364741	0	5:08:48
122548	NAN	-2244	501.014855826246	-1124.2773364741	0	5:08:48
122876	NAN	-2250	500.333715349964	-1125.75085953742	0	5:08:48
123032	NAN	-2256	499.652790864557	-1127.21669619044	0	5:08:49

Maximalni Vykon [mW]	Odpovídající proud [mA]	Odpovídající napìtí [V]	Maximální nestabilita [mV]	pøi napìtí [mV]
0	0	0	0	0
